prot	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_14-HCCC_b5_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190808yix_HCCC_b5_15-HCCC_b5_15.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_7-HCCC_b6_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190809yix_HCCC_b6_8-HCCC_b6_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_7-HCCC_b7_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190810yix_HCCC_b7_8-HCCC_b7_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_5-HCCC_b8_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\1\D20190811yix_HCCC_b8_6-HCCC_b8_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_3-HCCC_b10_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190813yix_HCCC_b10_4-HCCC_b10_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_3-HCCC_b11_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190814yix_HCCC_b11_4-HCCC_b11_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_12-HCCC_b12_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190815yix_HCCC_b12_13-HCCC_b12_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4-HCCC_b14_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190818yix_HCCC_b14_4_repA-HCCC_b14_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190829yix_HCCC_b23_8-HCCC_b23_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_3-HCCC_b24_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4-HCCC_b24_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_4_repA-HCCC_b24_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\2\D20190830yix_HCCC_b24_5-HCCC_b24_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_11-HCCC_b17_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_12-HCCC_b17_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_5-HCCC_b17_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190822yix_HCCC_b17_6-HCCC_b17_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_8-HCCC_b18_8.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190823yix_HCCC_b18_9-HCCC_b18_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_13-HCCC_b19_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190824yix_HCCC_b19_14-HCCC_b19_14.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\3\D20190827yix_HCCC_b21_7-HCCC_b21_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190818yix_HCCC_b14_5-HCCC_b14_5.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190827yix_HCCC_b21_9-HCCC_b21_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_10-HCCC_b22_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_11-HCCC_b22_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_7-HCCC_b22_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190828yix_HCCC_b22_9-HCCC_b22_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_10-HCCC_b23_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\4\D20190829yix_HCCC_b23_9-HCCC_b23_9.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190808yix_HCCC_b5_13-HCCC_b5_13.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190809yix_HCCC_b6_6-HCCC_b6_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190810yix_HCCC_b7_6-HCCC_b7_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4-HCCC_b8_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190811yix_HCCC_b8_4_repA-HCCC_b8_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2-HCCC_b10_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190813yix_HCCC_b10_2_repA-HCCC_b10_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2-HCCC_b11_2.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190814yix_HCCC_b11_2_repA-HCCC_b11_2_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190815yix_HCCC_b12_11-HCCC_b12_11.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190818yix_HCCC_b14_3-HCCC_b14_3.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_10-HCCC_b17_10.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4-HCCC_b17_4.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190822yix_HCCC_b17_4_repA-HCCC_b17_4_repA.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190823yix_HCCC_b18_7-HCCC_b18_7.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190824yix_HCCC_b19_12-HCCC_b19_12.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190827yix_HCCC_b21_6-HCCC_b21_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_6-HCCC_b22_6.mzML	Z:\members\yixiao\HCC_yixiao\HCCC\D20190828yix_HCCC_b22_8-HCCC_b22_8.mzML
Q68EN5	NA	NA	1227.63	NA	NA	NA	NA	2863.34	NA	NA	NA	NA	NA	NA	10922.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q69YN2	940.947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	450.475	NA	NA	NA	NA	2396.62	3174.99	2003.47	4482.21	NA	NA	NA	NA	1350.09	NA	2722.93	NA	2742.7	1083.62	1693.22	NA	1502.13	2468.73	NA	2013.81	NA	NA	1206.99	NA	NA	NA	NA	NA	NA	NA	749.579	NA	NA	NA	NA	NA	943.656	NA	2423.24	NA
Q69YN4	546.135	NA	NA	NA	NA	NA	NA	2822.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19684.2	NA	NA	NA	NA	NA	6232.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	102.038	NA	NA	NA	NA	NA	NA	NA	NA	NA	241.011	NA	NA	NA	NA	NA	NA	NA	NA	2931.8
Q69YQ0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	651.033	NA	NA	617.214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1133.97
Q6AI12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2142.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1401.71	NA	NA	NA	NA
Q6BDI9	NA	NA	NA	14925.4	NA	18647.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	146886	NA	NA	NA	NA	NA	NA	NA	6711.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37975.7	NA	NA	NA	NA	NA	NA	NA	22965.1	NA	NA	53349.5	NA	39505	NA	NA	9323.48	1414.24	NA	79511.8	NA	3771.86
Q6BDS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	621.529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6DD88	1666.6	2000.58	1607.14	666.608	1682.89	817.545	1372.85	1235.19	NA	1666.18	2170.71	NA	NA	NA	1176.97	717.469	2091.35	3338.77	3441.13	2978.3	6935.11	NA	405.388	NA	185.783	1226.52	480.318	1635.88	1029.69	1669.25	573.955	1318.26	974.698	2367.86	3971.57	4038.14	3723.18	1907.48	2623.5	2201.95	834.295	447.73	727.879	NA	902.349	929.84	1035.5	3550.42	671.885	NA	135.772	NA	1138.38	1560.93	2063.49	2534.34	3472.82
Q6DHV5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	242.643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6DKI1	NA	NA	NA	542.464	NA	NA	NA	449.945	NA	886.842	2725.43	847.423	NA	NA	NA	NA	689.367	1447.99	451.081	1082.16	NA	886.531	1134.92	164.28	NA	991.339	NA	990.576	289.781	1049.41	254.519	1658.51	1392.67	1893.09	2457.06	1171.52	1066.86	396.975	NA	NA	828.009	NA	635.376	NA	NA	970.327	1311.03	NA	569.629	NA	NA	NA	NA	489.583	876.868	1810.1	1950.84
Q6DKK2	NA	NA	NA	NA	NA	NA	NA	NA	NA	625.594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2669.41	NA	NA	774.061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6DN90	NA	NA	558.63	1280.15	1201.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1099.65	NA	NA	2412.2	NA	1369.7	NA	NA	NA	NA	NA	973.419	NA	788.242	NA	683.416	NA	NA	NA	1345.92	534.089	505.177	NA	NA	NA	NA	NA	NA	NA	NA	NA	723.023	NA	NA	NA	NA	NA	NA	677.588	NA	451.59
Q6DN90;Q5JU85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	677.588	NA	NA
Q6DT37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1105.79
Q6EEV4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1583.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1268.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1901.06	NA
Q6EKJ0;Q86UP8;P78347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6562.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7352.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7259.07	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6EMK4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	958.537	NA	402.433	NA	NA	NA	NA	NA	NA	547.97	NA	NA	NA	NA	NA	NA	NA	NA	1106.9	887.809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6FI13;Q16777	NA	1420.94	2832.7	4392.22	1040.63	5431.75	2560.5	1972.78	3626.78	NA	NA	971.764	NA	NA	869.791	1584.29	5025.45	NA	NA	11512.6	6396.5	NA	NA	1034.7	804.977	7386.72	NA	2233.71	3111.8	11320.1	NA	6890.08	5631.39	6371.31	11109.6	20626.6	NA	7359.68	4948.06	1441.96	2117.51	NA	5548.44	3425.09	2178.43	1059.37	3014.56	NA	NA	NA	1053.79	NA	NA	1885.6	9683.46	27685.2	8830.41
Q6FI81	2168.83	2528.18	1442.09	1251.27	NA	1623.19	NA	2163.65	NA	2580.69	1586.91	NA	NA	873.89	1827.45	435.231	2431.21	1718.31	344.097	586.443	478.692	1122.9	446.302	NA	392.099	962.559	NA	372.307	NA	1435.79	939.907	1978.79	NA	2687.36	1941.18	2267.59	2797.16	2309	NA	699.358	NA	1914.59	4434.9	NA	NA	1183.28	2130.44	1152.13	1405.65	459.6	2421.14	1376.79	1026	2721.65	1052.18	2281.3	1818.9
Q6GMR7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4355.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6GMV2	NA	386.465	NA	NA	NA	NA	NA	NA	NA	808.399	NA	NA	587.43	NA	NA	NA	558.833	1741.73	NA	NA	771.908	801.432	1192.37	NA	NA	NA	539.402	NA	NA	1859.47	NA	2064.38	NA	844.652	1163.37	1187.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	420.323	NA	NA	489.969	NA	NA	2165.23	1404.48
Q6GMV3	3351.57	4289.85	1303.87	1215.8	741.253	NA	3553.33	2047.1	975.447	1985.49	1539.53	739.103	166.206	1407.05	NA	NA	5077.31	3172.27	1441.91	1594.92	323.38	NA	1483.54	696.596	1306.76	751.846	1571.89	NA	1254.85	2950.32	709.481	501.906	2998.52	3212.06	9296.25	3118.51	2051.69	5747.37	501.827	1833.64	1683.73	2032.94	1334.85	1693.19	2121.57	NA	1344.42	1330.61	1286.57	680.965	1918.04	1448.55	465.788	771.933	1811.09	2410.51	3907.65
Q6GQQ9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1217.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6GTS8	NA	NA	NA	NA	NA	NA	1000.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3662.79	1576.77	NA	NA	NA	2937.04	NA	NA	NA	NA	NA	NA	NA	1055.11	NA	1078.14	NA	NA	NA	NA	NA	NA	NA	959.006	1187.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IA69	625.849	305.415	NA	NA	NA	NA	NA	NA	NA	NA	631.696	NA	NA	NA	NA	NA	NA	796.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	913.048	NA	NA	218.573	NA	NA	NA	NA	NA	NA	1229.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	476.413	2344.27	1980.94
Q6IA86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	593.138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IAA8	1942.59	1804.21	1897.73	2296.98	918.238	NA	NA	939.779	2816.58	349.82	1139.63	2014.78	NA	2763.39	2491.81	660.723	1393.76	3528.87	2028.05	1620.5	1503.34	NA	NA	NA	NA	NA	NA	4311.33	NA	917.548	2122.6	4990.28	4384.98	3014.11	4391.43	5743.64	8206.78	3321.51	3398.75	1461.83	NA	2761.35	2443.81	3274.19	4138.32	3369.16	3938.6	2056.82	2467.39	1079.83	677.346	1948.21	2762.07	1190.41	3535.8	3400.07	2855.23
Q6IAN0	NA	NA	NA	NA	1378.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3036.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	661.01	NA	NA	NA	NA	1039.63	NA	NA	NA	NA	NA	NA	1191.26	NA	678.611	NA
Q6IB77	8672.16	13803.6	NA	3620.08	17389.6	1938.47	8407.74	NA	NA	NA	NA	NA	21626.1	28872.5	NA	1806.9	NA	NA	9374.86	11721.1	3176.58	1026.88	352.895	4384.05	16925.9	NA	15116.1	NA	NA	10496.8	NA	NA	6187.07	31853.1	NA	75.8476	NA	18321.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	679.903	NA	383.982	NA	NA	NA	NA
Q6IBS0	2320.76	2549.32	3073.56	6290.37	2594.1	991.368	1721.79	3735.32	NA	1781.27	NA	NA	3231.28	1465.03	2357.74	2366.23	4349.87	9918.23	6642.63	6441.08	7187.58	1311.34	NA	1961.6	NA	1026.18	1066.33	3823.48	2003.01	2639.99	3146.26	3348.08	3216.16	5220.84	3906.24	14074.5	6779.09	6101.42	6716.54	5109.53	3775.7	2556.64	2432.54	NA	NA	4300.66	4389.47	4591.3	1591.22	3230.5	4768.5	2716.87	4072.05	2646.91	9269.93	8656.44	5146.52
Q6IC98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	675.082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	701.957	NA	NA	84.7947	NA	456.986	777.79	623.574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	488.521	NA	1012.79	704.98	699.598
Q6IN85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	266.129	NA	NA	284.212	519.663	1535.47	NA	NA	1173.13	765.269	NA	1079.96	NA	NA	744.14	NA	NA	NA	NA	1150.89	712.68	1132.06	NA	905.978	650.338	683.846	1015.75	NA	NA	NA	NA	NA	NA	NA	NA	454.184	NA	NA	NA	NA	NA	NA	NA	334.831	965.074	NA
Q6IN85;Q5MIZ7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1535.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	683.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	965.074	476.775
Q6IPU0	NA	NA	NA	NA	955.533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28260.2	NA	1257.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1891.11	NA	15983.5	28309.3	NA	NA	NA	NA	NA	NA	805.154	NA	NA	23227	NA	NA	NA	NA	1402.91	NA	NA	NA	NA	NA
Q6IQ22	NA	NA	NA	NA	NA	NA	NA	NA	142.672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.7889	NA	360.662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117.789
Q6IQ23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1285.6	NA	NA	NA	NA	NA	467.38	NA	NA	NA	NA	NA	NA	NA	NA	525.492	NA	NA	NA	NA	597.554	NA	NA	NA	1134.83	NA	NA	NA	NA	NA	NA	1618.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6IQ32	NA	NA	NA	NA	NA	NA	63348.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12252	NA	NA	NA	NA	1450.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7867.95	NA	NA	NA	NA	NA	NA
Q6IS14;P63241	NA	NA	NA	NA	NA	NA	NA	NA	NA	36378.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	47074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33224.1	NA	NA	53516.1	56459.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34274.2	55268	NA
Q6IS24	NA	2424.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4182.85	NA	NA	NA	1985.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	870.503
Q6JBY9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139.671	NA	NA	NA	584.622	NA	NA	350.794	317.265	495.958	NA	NA	NA	NA	NA	NA	NA	NA	334.944	NA	NA	473.508	NA	509.439	1131.36	278.795
Q6JQN1	NA	NA	NA	654.537	NA	NA	1280.61	1076.15	NA	NA	NA	NA	1231.64	235.166	313.929	NA	NA	259.263	NA	NA	NA	1436.82	687.344	319.773	NA	NA	NA	943.91	799.549	1741.83	540.893	529.763	2262.5	15018.1	759.154	1158.35	NA	785.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.8162	NA
Q6KB66;P19013;P08729;P14136;P05787;CON_IPI00290078.5|SWISS-PROT:P19013;CON_IPI00347110.2|TREMBL:Q6NXH9;CON_IPI00406377.3|SWISS-PROT:Q9DCV7;CON_IPI00554648.3|SWISS-PROT:P05787;CON_IPI00853265.1|SWISS-PROT:Q6KB66-1;CON_IPI00306959.10|SWISS-PROT:P08729;CON_IPI00787323.2|H-INV:HIT000292931;CON_IPI00847342.1|TREMBL:Q3KNV1;Q96GE1	35269	5797.78	6575.01	14680.5	33412.7	1288.43	16745.6	63130.6	5858.91	7699	12673.1	21669.8	23551.8	43745.3	14974.5	15797.4	10191.5	NA	7860.76	14285.4	8913.15	19619.9	41582.4	69461.9	29033.3	21961.2	52395.3	34606.7	11627.8	56492.3	38559.4	41505.4	25849.2	29808.9	28052.2	35361.6	9880.81	200437	3161.19	25675.5	12646.3	43824.2	45369.5	29622.8	17504.4	7188.31	6999.71	NA	84469	61421.9	19948.8	20888.8	46644.2	26172.8	11496.1	26339	16605.8
Q6KC79	9391.69	13264.8	10417.3	12209.2	12155.5	6884.18	7522.85	8228.41	8882.39	3001.43	3208.62	5384.2	NA	2546.1	8805.75	17660.7	18721.4	7718.42	6266.75	6668.46	12562.4	1857.2	3016.67	4274.84	NA	4665.45	NA	6074.2	4136.52	6322.25	2211.73	8806.44	889.829	16349.1	15888	13147.5	23044.4	12454.1	21340.3	10503.4	25439.2	5843.8	6949.71	9193.29	6431.27	18653.4	15227.9	3956.96	9816.97	12896.7	3803.63	5450.61	7990.13	5051.47	19770.7	9860.87	9118.11
Q6L8Q7	3256.34	2196.24	NA	1757.97	NA	NA	NA	1767.11	NA	NA	1403.76	NA	NA	1339.83	NA	316.511	3018.6	1136.88	2769.21	2167.95	1835.8	1256.32	809.855	NA	NA	324.656	NA	768.595	NA	2378.37	NA	NA	1614.76	1571.97	1381.27	1635.65	3675.48	3859.37	2150.59	476.462	756.164	1572.21	1090.18	NA	NA	NA	NA	NA	NA	NA	NA	993.323	NA	992.489	1151.51	1528.7	2299.55
Q6MZM0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1098.45	1433.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	904.919	NA	NA	NA	2062.76	NA	NA	NA	1071.56	1619.57	NA	NA	817.864	NA	NA	NA	1734.95	NA	NA	NA	NA	NA	NA	NA	982.733	NA	NA	NA	NA	NA
Q6MZQ0	4721.52	NA	NA	3279.95	4232.42	NA	4783.17	NA	NA	NA	NA	NA	NA	4425.32	NA	NA	NA	NA	NA	3319.5	NA	NA	NA	NA	537.06	4517.62	NA	NA	NA	NA	NA	NA	2767.46	NA	NA	4749.32	NA	8356.14	1011.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	1071.82	NA	NA	NA	NA	NA	NA	NA	NA
Q6MZT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	365.532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	405.172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	437.415	326.969
Q6N063	77.9106	NA	NA	NA	296.418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6N069;Q9BXJ9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1015.39	NA	NA	3303.37	NA	2430.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2819.28	NA	1663.57	NA
Q6NS38	NA	NA	NA	1761.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	947.802	NA	6580.92	2295.56	1405.17	NA	14069.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6296.12	7063.45	NA	NA	NA	NA	3089.32	NA	5550.64	3513.1	5270.43	4159.72	NA	NA	NA	NA	NA	1152.97	NA	7950.36	518.786	NA
Q6NSJ0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	679.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	424.213	NA	NA	594.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
